Seq#	Kingdom	Phylum	Class	Order	Family	Genus	Species	V8	V9	V10	V11	V12	V13	V14
Seq_768	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Dictyosporiaceae	g__Dictyosporium	s__heptasporum	100	100	89	87	86	86	86
Seq_769	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Phaeosphaeriaceae	g__Chaetosphaeronema	NA	100	100	97	97	93	88	88
Seq_770	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Psathyrellaceae	g__Coprinellus	s__plagioporus	100	100	100	100	100	98	90
Seq_771	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Agaricales_fam_Incertae_sedis	NA	NA	100	96	92	91	50	32	32
Seq_772	k__Fungi	p__Ascomycota	c__Pezizomycetes	o__Pezizales	f__Ascobolaceae	NA	NA	100	100	100	100	100	90	90
Seq_773	k__Fungi	p__Basidiomycota	c__Microbotryomycetes	o__Sporidiobolales	f__Sporidiobolaceae	g__Rhodosporidiobolus	s__fluvialis	100	99	99	99	99	99	73
Seq_774	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Phaeosphaeriaceae	g__Phaeosphaeria	s__caricicola	100	100	100	100	100	100	73
Seq_775	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Sordariales	f__Lasiosphaeriaceae	NA	NA	100	100	99	97	94	83	83
Seq_776	k__Fungi	p__Basidiomycota	c__Tremellomycetes	o__Cystofilobasidiales	f__Mrakiaceae	g__Itersonilia	s__pannonica	100	100	100	100	100	100	86
Seq_777	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Bolbitiaceae	g__Conocybe	s__striaepes	100	100	100	100	99	99	99
Seq_778	k__Fungi	p__Ascomycota	c__Pezizomycetes	o__Pezizales	f__Ascobolaceae	g__Ascobolus	NA	100	100	100	100	100	100	100
Seq_779	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Nectriaceae	g__Nectria	s__ramulariae	100	99	86	79	63	56	56
Seq_780	k__Fungi	p__Ascomycota	NA	NA	NA	NA	NA	100	54	20	9	5	5	5
Seq_781	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Phaeosphaeriaceae	g__Paraphoma	NA	100	100	98	98	98	97	76
Seq_782	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Phaeosphaeriaceae	g__Chaetosphaeronema	NA	100	100	96	96	92	88	88
Seq_783	k__Fungi	p__Chytridiomycota	NA	NA	NA	NA	NA	100	57	30	30	30	30	30
Seq_784	k__Fungi	p__Ascomycota	NA	NA	NA	NA	NA	100	93	40	13	10	10	10
Seq_785	k__Fungi	p__Ascomycota	NA	NA	NA	NA	NA	100	89	26	11	11	11	11
Seq_786	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Cordycipitaceae	g__Simplicillium	s__subtropicum	100	100	100	100	100	100	67
Seq_787	k__Fungi	p__Ascomycota	c__Sordariomycetes	NA	NA	NA	NA	100	100	100	26	26	26	26
Seq_788	k__Fungi	p__Chytridiomycota	NA	NA	NA	NA	NA	100	59	20	20	19	19	19
Seq_789	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Hypocreales_fam_Incertae_sedis	g__Fusariella	NA	100	100	100	100	100	100	100
Seq_790	k__Fungi	p__Ascomycota	NA	NA	NA	NA	NA	100	66	40	25	16	14	13
Seq_791	k__Fungi	p__Basidiomycota	NA	NA	NA	NA	NA	100	52	44	31	31	8	8
Seq_792	k__Fungi	p__Mortierellomycota	NA	NA	NA	NA	NA	100	73	52	52	52	52	52
Seq_793	k__Fungi	p__Glomeromycota	c__Glomeromycetes	o__Glomerales	f__Glomeraceae	g__Funneliformis	s__caledonium	100	95	95	95	95	95	94
Seq_794	k__Fungi	p__Ascomycota	NA	NA	NA	NA	NA	100	77	30	15	14	14	14
Seq_795	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Stachybotryaceae	NA	NA	100	99	95	93	55	17	17
Seq_796	k__Fungi	p__Basidiomycota	c__Agaricomycetes	NA	NA	NA	NA	100	69	62	42	23	21	21
Seq_797	k__Fungi	p__Glomeromycota	c__Glomeromycetes	o__Glomerales	f__Glomeraceae	NA	NA	100	56	56	56	56	32	32
Seq_798	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Didymosphaeriaceae	g__Pseudopithomyces	NA	100	98	92	92	90	59	59
Seq_799	k__Fungi	p__Chytridiomycota	c__Rhizophydiomycetes	o__Rhizophydiales	f__Rhizophydiales_fam_Incertae_sedis	g__Operculomyces	s__laminatus	100	100	100	100	100	100	100
Seq_800	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Sporormiaceae	g__Preussia	NA	100	100	100	100	100	99	98
Seq_801	k__Fungi	p__Basidiobolomycota	c__Basidiobolomycetes	o__Basidiobolales	f__Basidiobolaceae	g__Basidiobolus	s__ranarum	100	100	100	100	100	100	100
Seq_802	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Cucurbitariaceae	g__Pyrenochaeta	NA	100	100	100	100	100	100	100
Seq_803	k__Fungi	p__Ascomycota	NA	NA	NA	NA	NA	100	81	7	7	7	7	7
Seq_804	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Sordariales	f__Lasiosphaeriaceae	g__Apodus	s__deciduus	100	100	100	100	100	100	100
Seq_805	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Entolomataceae	g__Entoloma	s__shandongense	100	100	100	100	95	95	68
Seq_806	k__Fungi	p__Ascomycota	NA	NA	NA	NA	NA	100	72	43	43	26	26	26
Seq_807	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Pluteaceae	g__Volvariella	s__murinella	100	93	93	91	91	91	52
Seq_808	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Leptosphaeriaceae	g__Leptosphaeria	s__sclerotioides	100	100	100	100	100	100	84
Seq_809	k__Fungi	p__Olpidiomycota	c__Olpidiomycetes	o__Olpidiales	f__Olpidiaceae	g__Olpidium	s__brassicae	100	91	91	91	91	80	80
Seq_810	k__Fungi	p__Ascomycota	c__Sordariomycetes	NA	NA	NA	NA	100	100	97	30	30	30	30
Seq_811	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Didymellaceae	g__Didymella	s__urticicola	100	100	99	99	98	66	65
Seq_812	k__Fungi	p__Ascomycota	c__Pezizomycetes	o__Pezizales	f__Pyronemataceae	g__Scutellinia	s__olivascens	100	100	98	98	98	97	88
Seq_813	k__Fungi	p__Ascomycota	c__Pezizomycetes	o__Pezizales	f__Pyronemataceae	g__Scutellinia	s__scutellata	100	100	100	100	100	100	100
Seq_814	k__Fungi	p__Chytridiomycota	c__Rhizophydiomycetes	o__Rhizophydiales	f__Rhizophydiales_fam_Incertae_sedis	g__Operculomyces	s__laminatus	100	100	100	100	100	100	100
Seq_815	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Xylariales	NA	NA	NA	100	100	100	100	77	77	77
Seq_816	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Phaeosphaeriaceae	g__Paraphoma	s__chrysanthemicola	100	100	99	98	98	97	51
Seq_817	k__Fungi	p__Glomeromycota	c__Glomeromycetes	o__Glomerales	f__Glomeraceae	NA	NA	100	71	71	71	71	49	26
Seq_818	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Sordariales	f__Lasiosphaeriaceae	g__Podospora	NA	100	100	100	97	97	95	93
Seq_819	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Xylariales	f__Microdochiaceae	g__Microdochium	s__novae-zelandiae	100	100	99	99	93	93	63
Seq_820	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Sordariales	f__Lasiosphaeriaceae	g__Schizothecium	s__miniglutinans	100	100	100	99	97	90	57
Seq_821	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Sordariales	f__Lasiosphaeriaceae	g__Schizothecium	s__carpinicola	100	100	100	100	100	99	65
Seq_822	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	NA	NA	NA	100	100	100	100	39	30	28
Seq_823	k__Fungi	p__Glomeromycota	c__Glomeromycetes	o__Glomerales	f__Glomeraceae	g__Glomus	s__aggregatum	100	98	98	98	98	84	82
Seq_824	k__Fungi	NA	NA	NA	NA	NA	NA	100	29	20	20	20	20	20
Seq_825	k__Fungi	p__Ascomycota	c__Orbiliomycetes	o__Orbiliales	f__Orbiliaceae	g__Dactylella	s__heptameres	100	100	100	100	100	100	97
Seq_826	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Pluteaceae	g__Volvariella	s__murinella	100	91	91	90	90	90	52
Seq_827	k__Fungi	p__Ascomycota	NA	NA	NA	NA	NA	100	58	30	19	19	19	19
Seq_828	k__Fungi	p__Ascomycota	NA	NA	NA	NA	NA	100	71	39	27	19	16	15
Seq_829	k__Fungi	p__Basidiomycota	c__Tremellomycetes	o__Cystofilobasidiales	f__Cystofilobasidiales_fam_Incertae_sedis	g__Mrakiella	s__aquatica	100	100	100	100	100	100	100
Seq_830	k__Fungi	p__Ascomycota	NA	NA	NA	NA	NA	100	50	22	14	14	14	14
Seq_831	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Hyaloscyphaceae	g__Cistella	NA	100	100	95	95	61	52	49
Seq_832	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Sordariales	NA	NA	NA	100	96	74	57	31	31	31
Seq_833	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Eurotiales	f__Aspergillaceae	g__Penicillium	NA	100	100	100	100	100	100	40
Seq_834	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Nectriaceae	g__Fusarium	s__solani	100	100	100	100	100	100	97
Seq_835	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Phaeosphaeriaceae	g__Paraphoma	NA	100	100	99	99	99	97	88
Seq_836	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Magnaporthales	f__Magnaporthaceae	g__Slopeiomyces	s__cylindrosporus	100	100	100	100	100	100	100
Seq_837	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Bionectriaceae	g__Clonostachys	s__intermedia	100	100	100	100	100	100	100
Seq_838	k__Fungi	p__Glomeromycota	c__Glomeromycetes	o__Glomerales	f__Glomeraceae	g__Glomus	s__macrocarpum	100	79	79	79	79	79	78
Seq_839	k__Fungi	NA	NA	NA	NA	NA	NA	100	36	36	36	36	36	36
Seq_840	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Rutstroemiaceae	NA	NA	100	100	96	96	85	82	82
Seq_841	k__Fungi	p__Ascomycota	c__Pezizomycetes	o__Pezizales	NA	NA	NA	100	95	50	50	48	34	34
Seq_842	k__Fungi	p__Ascomycota	c__Pezizomycetes	o__Pezizales	f__Ascobolaceae	g__Ascobolus	NA	100	100	100	100	100	55	55
Seq_843	k__Fungi	p__Basidiomycota	c__Tremellomycetes	o__Filobasidiales	f__Filobasidiaceae	g__Filobasidium	NA	100	100	100	100	100	100	47
Seq_844	k__Fungi	p__Basidiomycota	NA	NA	NA	NA	NA	100	73	13	13	13	13	13
Seq_845	k__Fungi	p__Basidiomycota	c__Tremellomycetes	o__Tremellales	f__Trimorphomycetaceae	g__Saitozyma	s__paraflava	100	86	85	85	85	85	73
Seq_846	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Sordariales	f__Lasiosphaeriaceae	NA	NA	100	100	94	84	55	34	23
Seq_847	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Melanommataceae	g__Herpotrichia	s__juniperi	100	100	97	97	97	95	95
Seq_848	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Chaetothyriales	f__Herpotrichiellaceae	g__Minimelanolocus	NA	100	100	100	100	100	87	53
Seq_849	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Cantharellales	f__Ceratobasidiaceae	NA	NA	100	98	98	98	98	91	91
Seq_850	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Sordariales	f__Lasiosphaeriaceae	g__Cladorrhinum	s__flexuosum	100	100	100	100	100	100	100
Seq_851	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Clavicipitaceae	g__Metarhizium	s__pemphigi	100	100	100	100	100	100	90
Seq_852	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Stachybotryaceae	NA	NA	100	100	100	100	95	40	31
Seq_853	k__Fungi	p__Ascomycota	c__Pezizomycetes	o__Pezizales	f__Pyronemataceae	NA	NA	100	97	85	85	84	28	28
Seq_854	k__Fungi	NA	NA	NA	NA	NA	NA	100	49	30	20	20	20	20
Seq_855	k__Fungi	NA	NA	NA	NA	NA	NA	100	46	30	30	30	30	30
Seq_856	k__Fungi	NA	NA	NA	NA	NA	NA	100	49	29	18	14	14	14
Seq_857	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Nectriaceae	g__Fusarium	s__acutatum	100	100	100	100	100	100	74
Seq_858	k__Fungi	p__Basidiomycota	c__Tremellomycetes	o__Tremellales	f__Bulleribasidiaceae	g__Vishniacozyma	s__dimennae	100	100	100	100	100	100	100
Seq_859	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Auriculariales	NA	NA	NA	100	100	100	100	70	70	70
Seq_860	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Sordariales	f__Chaetomiaceae	g__Mycothermus	s__thermophilus	100	100	100	100	100	100	100
Seq_861	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Sordariales	f__Lasiosphaeriaceae	g__Schizothecium	s__carpinicola	100	100	100	100	100	98	68
Seq_862	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Thelebolales	f__Pseudeurotiaceae	g__Pseudeurotium	NA	100	100	99	97	85	85	47
Seq_863	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Chaetothyriales	NA	NA	NA	100	99	75	65	43	20	19
Seq_864	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Hyaloscyphaceae	g__Cistella	NA	100	100	98	98	97	97	96
Seq_865	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Sporormiaceae	g__Preussia	s__terricola	100	100	100	100	100	100	92
Seq_866	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	NA	NA	NA	100	100	100	100	49	49	49
Seq_867	k__Fungi	NA	NA	NA	NA	NA	NA	100	23	8	8	8	8	8
Seq_868	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Nectriaceae	g__Fusarium	NA	100	100	98	98	96	71	11
Seq_869	k__Fungi	p__Ascomycota	c__Sordariomycetes	NA	NA	NA	NA	100	95	76	39	34	13	13
Seq_870	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Eurotiales	f__Aspergillaceae	g__Penicillium	s__citrinum	100	100	99	99	99	99	54
Seq_871	k__Fungi	NA	NA	NA	NA	NA	NA	100	38	11	11	11	11	11
Seq_872	k__Fungi	p__Ascomycota	c__Orbiliomycetes	o__Orbiliales	f__Orbiliaceae	g__Dactylella	s__arnaudii	100	100	100	100	100	100	100
Seq_873	k__Fungi	p__Ascomycota	c__Sordariomycetes	NA	NA	NA	NA	100	98	82	33	33	33	33
Seq_874	k__Fungi	p__Glomeromycota	c__Paraglomeromycetes	o__Paraglomerales	f__Paraglomeraceae	g__Paraglomus	s__laccatum	100	99	99	99	99	99	99
Seq_875	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Sordariales	f__Lasiosphaeriaceae	g__Apodus	s__deciduus	100	100	100	100	100	100	100
Seq_876	k__Fungi	NA	NA	NA	NA	NA	NA	100	49	28	25	25	25	25
Seq_877	k__Fungi	p__Mortierellomycota	c__Mortierellomycetes	o__Mortierellales	f__Mortierellaceae	g__Mortierella	s__hyalina	100	100	100	100	100	100	95
Seq_878	k__Fungi	NA	NA	NA	NA	NA	NA	100	46	39	38	38	38	38
Seq_879	k__Fungi	p__Basidiomycota	c__Microbotryomycetes	o__Leucosporidiales	f__Leucosporidiaceae	g__Leucosporidium	NA	100	97	96	95	95	76	34
Seq_880	k__Fungi	p__Ascomycota	NA	NA	NA	NA	NA	100	57	29	13	13	13	13
Seq_881	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Hypocreaceae	g__Trichoderma	s__lixii	100	100	100	100	100	100	53
Seq_882	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Stachybotryaceae	g__Stachybotrys	s__chartarum	100	100	100	100	100	96	94
Seq_883	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Periconiaceae	g__Periconia	s__cookei	100	100	100	100	100	100	100
Seq_884	k__Fungi	p__Ascomycota	NA	NA	NA	NA	NA	100	88	37	21	18	18	18
Seq_885	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Didymellaceae	g__Boeremia	s__exigua	100	100	100	100	100	98	98
Seq_886	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Hypocreaceae	g__Trichoderma	s__turrialbense	100	100	100	100	100	100	99
Seq_887	k__Fungi	p__Chytridiomycota	c__Rhizophydiomycetes	o__Rhizophydiales	f__Rhizophydiales_fam_Incertae_sedis	g__Operculomyces	s__laminatus	100	100	100	100	100	100	100
Seq_888	k__Fungi	p__Zoopagomycota	NA	NA	NA	NA	NA	100	52	52	52	52	52	52
Seq_889	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Tricholomataceae	g__Calyptella	s__capula	100	100	100	100	100	100	100
Seq_890	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Psathyrellaceae	g__Parasola	s__auricoma	100	100	100	100	100	100	100
Seq_891	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Sebacinales	f__Serendipitaceae	g__Serendipita	s__indica	100	96	95	93	93	69	69
Seq_892	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Dermateaceae	g__Oculimacula	s__yallundae	100	100	100	100	100	100	100
Seq_893	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Sordariales	f__Lasiosphaeriaceae	g__Cercophora	NA	100	100	100	100	100	98	98
Seq_894	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Venturiales	f__Sympoventuriaceae	g__Ochroconis	NA	100	100	89	89	89	85	67
Seq_895	k__Fungi	NA	NA	NA	NA	NA	NA	100	49	28	10	7	7	7
Seq_896	k__Fungi	p__Rozellomycota	c__Rozellomycotina_cls_Incertae_sedis	o__GS02	NA	NA	NA	100	100	100	100	100	100	100
Seq_897	k__Fungi	p__Glomeromycota	c__Glomeromycetes	o__Glomerales	f__Glomeraceae	NA	NA	100	65	65	65	65	41	41
Seq_898	k__Fungi	p__Chytridiomycota	c__Rhizophlyctidomycetes	o__Rhizophlyctidales	f__Rhizophlyctidaceae	g__Rhizophlyctis	s__rosea	100	92	90	90	90	90	90
Seq_899	k__Fungi	p__Ascomycota	NA	NA	NA	NA	NA	100	66	39	24	20	20	20
Seq_900	k__Fungi	NA	NA	NA	NA	NA	NA	100	49	22	22	22	22	22
Seq_901	k__Fungi	p__Ascomycota	NA	NA	NA	NA	NA	100	81	39	33	32	20	19
Seq_902	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Cantharellales	f__Ceratobasidiaceae	NA	NA	100	97	97	97	97	48	43
Seq_903	k__Fungi	NA	NA	NA	NA	NA	NA	100	42	22	17	17	14	14
Seq_904	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Marasmiaceae	g__Marasmius	s__curreyi	100	100	100	100	100	100	79
Seq_905	k__Fungi	NA	NA	NA	NA	NA	NA	100	38	13	13	13	13	13
Seq_906	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	NA	NA	NA	100	90	88	88	52	52	52
Seq_907	k__Fungi	p__Ascomycota	NA	NA	NA	NA	NA	100	54	36	13	13	13	13
Seq_908	k__Fungi	p__Ascomycota	NA	NA	NA	NA	NA	100	53	28	12	3	3	3
Seq_909	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Clavariaceae	g__Clavaria	s__californica	100	100	100	100	100	100	100
Seq_910	k__Fungi	p__Ascomycota	c__Lecanoromycetes	NA	NA	NA	NA	100	96	54	17	14	14	14
Seq_911	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Phaeosphaeriaceae	g__Phaeosphaeria	s__caricicola	100	99	94	84	81	75	73
Seq_912	k__Fungi	NA	NA	NA	NA	NA	NA	100	49	32	13	3	3	3
Seq_913	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Xylariales	NA	NA	NA	100	94	82	51	48	15	15
Seq_914	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Sordariales	f__Chaetomiaceae	NA	NA	100	100	96	95	92	92	92
Seq_915	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Sordariales	f__Chaetomiaceae	NA	NA	100	100	92	88	82	81	81
Seq_916	k__Fungi	p__Ascomycota	NA	NA	NA	NA	NA	100	87	35	3	2	2	2
Seq_917	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Pleosporaceae	g__Alternaria	s__alternata	100	100	97	97	97	97	72
Seq_918	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Sordariales	f__Lasiosphaeriaceae	g__Schizothecium	s__glutinans	100	100	100	100	100	100	99
Seq_919	k__Fungi	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	f__Saccharomycetales_fam_Incertae_sedis	g__Candida	s__tropicalis	100	100	100	100	100	100	100
Seq_920	k__Fungi	p__Ascomycota	c__Pezizomycetes	o__Pezizales	f__Pyronemataceae	g__Pseudaleuria	NA	100	100	100	100	100	91	91
Seq_921	k__Fungi	p__Zoopagomycota	c__Zoopagomycetes	o__Zoopagales	f__Piptocephalidaceae	g__Syncephalis	NA	100	84	84	84	84	84	76
Seq_922	k__Fungi	p__Glomeromycota	c__Glomeromycetes	o__Glomerales	f__Glomeraceae	NA	NA	100	70	70	70	70	35	35
Seq_923	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Melanosporales	f__Melanosporaceae	g__Melanospora	s__verrucispora	100	100	100	100	100	100	100
Seq_924	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Bionectriaceae	g__Clonostachys	s__rosea	100	100	100	100	99	99	96
Seq_925	k__Fungi	p__Chytridiomycota	NA	NA	NA	NA	NA	100	51	35	35	20	20	13
Seq_926	k__Fungi	p__Chytridiomycota	c__Spizellomycetes	o__Spizellomycetales	f__Powellomycetaceae	g__Powellomyces	s__hirtus	100	100	100	100	100	100	100
Seq_927	k__Fungi	p__Glomeromycota	c__Glomeromycetes	o__Glomerales	f__Glomeraceae	g__Glomus	s__tetrastratosum	100	74	74	74	74	72	70
Seq_928	k__Fungi	p__Ascomycota	NA	NA	NA	NA	NA	100	83	44	13	6	6	6
Seq_929	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Chaetothyriales	f__Herpotrichiellaceae	g__Veronaea	s__japonica	100	100	100	100	100	78	51
Seq_930	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Lophiostomataceae	g__Lophiostoma	NA	100	100	100	100	99	99	93
Seq_931	k__Fungi	p__Ascomycota	NA	NA	NA	NA	NA	100	95	20	15	14	14	14
Seq_932	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Xylariales	f__Hyponectriaceae	g__Monographella	s__nivalis	100	100	100	100	85	85	85
Seq_933	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Microascales	f__Microascaceae	g__Cephalotrichum	s__stemonitis	100	100	100	100	96	96	94
Seq_934	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Polyporales	f__Meruliaceae	g__Byssomerulius	s__corium	100	99	99	99	98	55	55
Seq_935	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Periconiaceae	g__Periconia	s__macrospinosa	100	100	100	100	100	100	100
Seq_936	k__Fungi	p__Ascomycota	NA	NA	NA	NA	NA	100	78	48	29	9	5	5
Seq_937	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Cordycipitaceae	g__Cordyceps	s__bassiana	100	100	100	100	100	90	90
Seq_938	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Xylariales	f__Microdochiaceae	g__Idriella	NA	100	100	100	100	100	100	100
Seq_939	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Helotiaceae	g__Articulospora	s__proliferata	100	100	99	99	99	98	88
Seq_940	k__Fungi	p__Ascomycota	NA	NA	NA	NA	NA	100	52	30	23	23	23	22
Seq_941	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Coniothyriaceae	g__Coniothyrium	NA	100	100	98	95	62	61	34
Seq_942	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Didymellaceae	g__Stagonosporopsis	s__astragali	100	100	100	100	100	99	58
Seq_943	k__Fungi	p__Olpidiomycota	c__Olpidiomycetes	o__Olpidiales	f__Olpidiaceae	NA	NA	100	77	77	77	77	68	68
Seq_944	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Agaricaceae	g__Coprinus	s__cordisporus	100	100	100	100	100	100	100
Seq_945	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Trechisporales	f__Hydnodontaceae	g__Trechispora	NA	100	99	99	99	99	99	65
Seq_946	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Helotiaceae	g__Tetracladium	s__marchalianum	100	100	98	98	96	96	93
Seq_947	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Glomerellales	f__Glomerellaceae	g__Colletotrichum	s__graminicola	100	100	100	100	100	100	96
Seq_948	k__Fungi	p__Ascomycota	c__Pezizomycetes	o__Pezizales	f__Ascodesmidaceae	g__Cephaliophora	NA	100	99	91	91	91	91	56
Seq_949	k__Fungi	p__Basidiomycota	NA	NA	NA	NA	NA	100	56	23	23	23	23	23
Seq_950	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Eurotiales	f__Aspergillaceae	g__Aspergillus	s__niger	100	100	100	100	100	100	67
Seq_951	k__Fungi	p__Ascomycota	NA	NA	NA	NA	NA	100	71	13	13	13	10	10
Seq_952	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	NA	NA	NA	100	98	88	86	76	76	76
Seq_953	k__Fungi	NA	NA	NA	NA	NA	NA	100	45	29	14	12	12	12
Seq_954	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Nectriaceae	g__Fusarium	NA	100	100	99	99	98	98	74
Seq_955	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Glomerellales	f__Plectosphaerellaceae	g__Gibellulopsis	s__chrysanthemi	100	100	100	86	86	77	76
Seq_956	k__Fungi	NA	NA	NA	NA	NA	NA	100	42	42	42	42	42	42
Seq_957	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Hypocreales_fam_Incertae_sedis	g__Fusariella	NA	100	100	99	99	98	87	87
