Seq#	Kingdom	Phylum	Class	Order	Family	Genus	Species	V8	V9	V10	V11	V12	V13	V14
Seq_2618	k__Fungi	NA	NA	NA	NA	NA	NA	100	43	5	5	5	5	5
Seq_2619	k__Fungi	p__Basidiomycota	NA	NA	NA	NA	NA	100	54	17	17	17	17	17
Seq_2620	k__Fungi	NA	NA	NA	NA	NA	NA	100	49	11	7	7	7	7
Seq_2621	k__Fungi	p__Ascomycota	NA	NA	NA	NA	NA	100	58	42	28	23	23	23
Seq_2622	k__Fungi	p__Basidiomycota	NA	NA	NA	NA	NA	100	51	23	23	23	23	23
Seq_2623	k__Fungi	NA	NA	NA	NA	NA	NA	100	43	18	18	18	18	18
Seq_2624	k__Fungi	p__Ascomycota	NA	NA	NA	NA	NA	100	55	8	8	8	8	8
Seq_2625	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	NA	NA	NA	100	100	98	93	41	41	19
Seq_2626	k__Fungi	NA	NA	NA	NA	NA	NA	100	35	17	17	17	17	17
Seq_2627	k__Fungi	p__Ascomycota	NA	NA	NA	NA	NA	100	60	27	9	9	9	9
Seq_2628	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Chaetothyriales	f__Herpotrichiellaceae	g__Coniosporium	s__apollinis	100	100	89	89	88	88	84
Seq_2629	k__Fungi	p__Ascomycota	c__Lecanoromycetes	NA	NA	NA	NA	100	95	58	19	17	17	17
Seq_2630	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Auriculariales	NA	NA	NA	100	86	85	79	20	20	20
Seq_2631	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Onygenales	f__Onygenales_fam_Incertae_sedis	g__Chrysosporium	s__pseudomerdarium	100	100	98	98	98	98	98
Seq_2632	k__Fungi	NA	NA	NA	NA	NA	NA	100	38	18	18	17	17	17
Seq_2633	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Hypocreales_fam_Incertae_sedis	g__Leucosphaerina	s__arxii	100	100	100	100	100	99	99
Seq_2634	k__Fungi	p__Chytridiomycota	c__Spizellomycetes	o__Spizellomycetales	f__Powellomycetaceae	g__Powellomyces	NA	100	100	100	100	100	69	69
Seq_2635	k__Fungi	p__Basidiomycota	c__Microbotryomycetes	NA	NA	NA	NA	100	96	96	28	28	28	28
Seq_2636	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Lentitheciaceae	g__Darksidea	s__delta	100	100	100	100	100	100	82
Seq_2637	k__Fungi	p__Ascomycota	NA	NA	NA	NA	NA	100	65	33	8	5	5	5
Seq_2638	k__Fungi	p__Basidiomycota	NA	NA	NA	NA	NA	100	61	37	37	37	37	37
Seq_2639	k__Fungi	p__Ascomycota	c__Pezizomycetes	o__Pezizales	f__Pyronemataceae	NA	NA	100	99	86	85	85	23	23
Seq_2640	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Stachybotryaceae	g__Alfaria	NA	100	100	100	100	100	93	49
Seq_2641	k__Fungi	p__Ascomycota	NA	NA	NA	NA	NA	100	85	21	8	6	6	6
Seq_2642	k__Fungi	p__Basidiomycota	NA	NA	NA	NA	NA	100	50	13	13	13	13	13
Seq_2643	k__Fungi	p__Glomeromycota	c__Glomeromycetes	o__Glomerales	f__Glomeraceae	NA	NA	100	67	67	67	67	32	29
Seq_2644	k__Fungi	NA	NA	NA	NA	NA	NA	100	37	24	24	23	23	21
Seq_2645	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Physalacriaceae	g__Armillaria	NA	100	100	100	100	100	100	89
Seq_2646	k__Fungi	p__Chytridiomycota	NA	NA	NA	NA	NA	100	60	36	36	34	34	34
Seq_2647	k__Fungi	p__Ascomycota	NA	NA	NA	NA	NA	100	63	45	21	21	20	15
Seq_2648	k__Fungi	p__Ascomycota	NA	NA	NA	NA	NA	100	52	37	12	11	10	9
Seq_2649	k__Fungi	p__Zoopagomycota	c__Zoopagomycetes	o__Zoopagales	f__Piptocephalidaceae	g__Syncephalis	NA	100	100	100	100	100	100	100
Seq_2650	k__Fungi	p__Ascomycota	NA	NA	NA	NA	NA	100	68	12	10	9	6	6
Seq_2651	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Polyporales	f__Meruliaceae	NA	NA	100	99	99	98	96	39	39
Seq_2652	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Stachybotryaceae	g__Myxospora	s__aptrootii	100	100	100	100	100	99	88
Seq_2653	k__Fungi	p__Ascomycota	NA	NA	NA	NA	NA	100	57	9	6	6	6	6
Seq_2654	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	NA	NA	NA	100	93	50	50	46	41	23
Seq_2655	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Phaeosphaeriaceae	g__Parastagonospora	s__avenae	100	100	100	100	84	74	63
Seq_2656	k__Fungi	p__Basidiomycota	NA	NA	NA	NA	NA	100	57	28	28	28	28	28
Seq_2657	k__Fungi	p__Ascomycota	NA	NA	NA	NA	NA	100	63	33	10	10	10	10
Seq_2658	k__Fungi	p__Ascomycota	NA	NA	NA	NA	NA	100	56	25	13	11	11	11
Seq_2659	k__Fungi	p__Ascomycota	NA	NA	NA	NA	NA	100	68	35	11	11	9	9
Seq_2660	k__Fungi	NA	NA	NA	NA	NA	NA	100	48	18	7	7	7	7
Seq_2661	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Sporormiaceae	g__Preussia	s__persica	100	100	98	98	98	86	86
Seq_2662	k__Fungi	NA	NA	NA	NA	NA	NA	100	41	13	13	11	11	11
Seq_2663	k__Fungi	NA	NA	NA	NA	NA	NA	100	36	22	22	22	22	22
Seq_2664	k__Fungi	NA	NA	NA	NA	NA	NA	100	32	6	6	6	4	3
Seq_2665	k__Fungi	p__Ascomycota	NA	NA	NA	NA	NA	100	76	33	14	9	9	9
Seq_2666	k__Fungi	p__Ascomycota	c__Pezizomycetes	o__Pezizales	f__Pyronemataceae	NA	NA	100	97	65	65	62	60	60
Seq_2667	k__Fungi	p__Basidiomycota	c__Tremellomycetes	o__Tremellales	f__Bulleribasidiaceae	g__Vishniacozyma	s__heimaeyensis	100	100	100	100	100	100	99
Seq_2668	k__Fungi	NA	NA	NA	NA	NA	NA	100	46	27	27	19	19	15
Seq_2669	k__Fungi	NA	NA	NA	NA	NA	NA	100	35	16	16	11	11	11
Seq_2670	k__Fungi	p__Ascomycota	NA	NA	NA	NA	NA	100	53	21	16	15	9	9
Seq_2671	k__Fungi	NA	NA	NA	NA	NA	NA	100	43	25	25	25	25	25
Seq_2672	k__Fungi	NA	NA	NA	NA	NA	NA	100	30	22	22	22	22	22
Seq_2673	k__Fungi	p__Ascomycota	NA	NA	NA	NA	NA	100	83	23	11	6	4	4
Seq_2674	k__Fungi	NA	NA	NA	NA	NA	NA	100	28	28	28	28	28	28
Seq_2675	k__Fungi	NA	NA	NA	NA	NA	NA	100	40	18	13	12	12	12
Seq_2676	k__Fungi	p__Ascomycota	NA	NA	NA	NA	NA	100	65	26	13	13	9	9
Seq_2677	k__Fungi	NA	NA	NA	NA	NA	NA	100	39	17	17	17	17	17
Seq_2678	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Sordariales	NA	NA	NA	100	100	97	85	48	12	12
Seq_2679	k__Fungi	p__Basidiomycota	c__Geminibasidiomycetes	o__Geminibasidiales	f__Geminibasidiaceae	g__Geminibasidium	NA	100	100	100	100	100	100	100
Seq_2680	k__Fungi	p__Ascomycota	c__Pezizomycetes	o__Pezizales	f__Ascobolaceae	NA	NA	100	100	100	100	100	99	99
Seq_2681	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Polyporales	f__Polyporaceae	NA	NA	100	89	83	75	57	9	9
Seq_2682	k__Fungi	p__Basidiomycota	c__Tremellomycetes	o__Filobasidiales	f__Filobasidiaceae	g__Filobasidium	s__chernovii	100	100	100	100	100	100	79
Seq_2683	k__Fungi	p__Rozellomycota	NA	NA	NA	NA	NA	100	83	83	83	83	83	83
Seq_2684	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Xylariales	f__Hyponectriaceae	g__Monographella	s__nivalis	100	100	99	99	88	88	88
Seq_2685	k__Fungi	p__Ascomycota	NA	NA	NA	NA	NA	100	54	20	6	6	6	6
Seq_2686	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Chaetothyriales	f__Herpotrichiellaceae	g__Exophiala	s__equina	100	100	100	100	100	100	100
Seq_2687	k__Fungi	p__Basidiomycota	NA	NA	NA	NA	NA	100	76	14	14	14	14	14
Seq_2688	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	NA	NA	NA	100	100	88	78	22	22	22
Seq_2689	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Helotiales_fam_Incertae_sedis	g__Cystodendron	NA	100	100	98	97	62	62	62
Seq_2690	k__Fungi	p__Ascomycota	NA	NA	NA	NA	NA	100	72	41	10	4	4	4
Seq_2691	k__Fungi	p__Basidiomycota	c__Cystobasidiomycetes	o__Cystobasidiales	f__Cystobasidiaceae	g__Cystobasidium	s__lysinophilum	100	100	100	100	100	100	70
Seq_2692	k__Fungi	p__Basidiomycota	NA	NA	NA	NA	NA	100	52	31	31	31	31	31
Seq_2693	k__Fungi	NA	NA	NA	NA	NA	NA	100	41	10	6	6	5	5
Seq_2694	k__Fungi	p__Basidiomycota	c__Tremellomycetes	o__Tremellales	f__Bulleribasidiaceae	g__Vishniacozyma	s__heimaeyensis	100	100	100	100	100	100	57
Seq_2695	k__Fungi	p__Ascomycota	NA	NA	NA	NA	NA	100	87	20	8	6	6	6
Seq_2696	k__Fungi	p__Ascomycota	NA	NA	NA	NA	NA	100	66	33	21	21	21	21
Seq_2697	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Nectriaceae	g__Ilyonectria	s__robusta	100	100	100	100	99	96	96
Seq_2698	k__Fungi	NA	NA	NA	NA	NA	NA	100	47	16	13	13	12	12
Seq_2699	k__Fungi	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	f__Saccharomycetales_fam_Incertae_sedis	g__Candida	s__tropicalis	100	100	99	99	99	99	91
Seq_2700	k__Fungi	p__Ascomycota	c__Taphrinomycetes	o__Taphrinales	f__Taphrinaceae	g__Taphrina	s__carpini	100	100	100	100	100	100	100
Seq_2701	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Dermateaceae	g__Calloria	s__urticae	100	100	100	100	59	57	57
Seq_2702	k__Fungi	p__Rozellomycota	NA	NA	NA	NA	NA	100	98	98	98	98	98	98
Seq_2703	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Xylariales	f__Microdochiaceae	g__Idriella	NA	100	100	100	100	100	100	100
Seq_2704	k__Fungi	NA	NA	NA	NA	NA	NA	100	42	19	8	8	8	8
Seq_2705	k__Fungi	p__Basidiomycota	c__Microbotryomycetes	o__Microbotryomycetes_ord_Incertae_sedis	f__Microbotryomycetes_fam_Incertae_sedis	g__Curvibasidium	s__cygneicollum	100	98	98	97	97	97	97
Seq_2706	k__Fungi	NA	NA	NA	NA	NA	NA	100	37	10	10	10	10	10
Seq_2707	k__Fungi	p__Chytridiomycota	NA	NA	NA	NA	NA	100	52	22	22	21	21	21
Seq_2708	k__Fungi	p__Ascomycota	NA	NA	NA	NA	NA	100	57	22	8	8	8	8
Seq_2709	k__Fungi	NA	NA	NA	NA	NA	NA	100	46	9	9	9	6	6
Seq_2710	k__Fungi	p__Ascomycota	NA	NA	NA	NA	NA	100	60	22	20	20	20	19
Seq_2711	k__Fungi	NA	NA	NA	NA	NA	NA	100	45	10	10	10	10	10
Seq_2712	k__Fungi	p__Ascomycota	NA	NA	NA	NA	NA	100	60	13	4	4	4	4
Seq_2713	k__Fungi	p__Chytridiomycota	c__Spizellomycetes	o__Spizellomycetales	f__Powellomycetaceae	g__Powellomyces	NA	100	100	100	100	100	85	85
Seq_2714	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Glomerellales	f__Plectosphaerellaceae	g__Plectosphaerella	s__cucumerina	100	100	100	99	99	99	56
Seq_2715	k__Fungi	p__Ascomycota	NA	NA	NA	NA	NA	100	54	3	3	3	3	3
Seq_2716	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Sordariales	f__Lasiosphaeriaceae	g__Podospora	s__longicollis	100	100	100	100	100	100	100
Seq_2717	k__Fungi	NA	NA	NA	NA	NA	NA	100	47	22	22	22	22	22
Seq_2718	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Psathyrellaceae	g__Coprinopsis	s__radiata	100	100	100	100	100	100	100
Seq_2719	k__Fungi	p__Basidiomycota	c__Wallemiomycetes	o__Wallemiales	f__Wallemiaceae	g__Wallemia	NA	100	99	99	99	99	99	38
Seq_2720	k__Fungi	p__Ascomycota	NA	NA	NA	NA	NA	100	57	22	7	7	7	7
Seq_2721	k__Fungi	p__Basidiomycota	NA	NA	NA	NA	NA	100	61	31	31	31	31	31
Seq_2722	k__Fungi	p__Ascomycota	c__Laboulbeniomycetes	o__Pyxidiophorales	NA	NA	NA	100	100	100	100	100	100	100
Seq_2723	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Pluteaceae	g__Pluteus	s__semibulbosus	100	100	100	100	100	100	95
Seq_2724	k__Fungi	p__Ascomycota	c__Lecanoromycetes	NA	NA	NA	NA	100	100	56	20	19	19	19
Seq_2725	k__Fungi	p__Ascomycota	NA	NA	NA	NA	NA	100	51	17	14	14	14	14
Seq_2726	k__Fungi	p__Ascomycota	NA	NA	NA	NA	NA	100	58	6	5	5	5	5
Seq_2727	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	NA	NA	NA	100	97	94	84	23	6	6
Seq_2728	k__Fungi	p__Chytridiomycota	c__Rhizophlyctidomycetes	o__Rhizophlyctidales	f__Rhizophlyctidaceae	g__Rhizophlyctis	s__rosea	100	81	73	73	73	73	73
Seq_2729	k__Fungi	NA	NA	NA	NA	NA	NA	100	10	10	10	10	4	4
Seq_2730	k__Fungi	NA	NA	NA	NA	NA	NA	100	21	8	8	8	8	8
Seq_2731	k__Fungi	p__Glomeromycota	c__Glomeromycetes	o__Glomerales	f__Glomeraceae	g__Funneliformis	s__geosporum	100	81	81	81	81	79	74
Seq_2732	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	NA	NA	NA	100	100	100	99	41	37	37
Seq_2733	k__Fungi	NA	NA	NA	NA	NA	NA	100	48	5	5	5	5	5
Seq_2734	k__Fungi	NA	NA	NA	NA	NA	NA	100	46	26	16	16	16	16
Seq_2735	k__Fungi	p__Ascomycota	NA	NA	NA	NA	NA	100	51	28	25	25	25	25
Seq_2736	k__Fungi	NA	NA	NA	NA	NA	NA	100	45	20	20	20	19	19
Seq_2737	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Nectriaceae	g__Ilyonectria	s__robusta	100	100	100	100	100	98	98
Seq_2738	k__Fungi	p__Basidiomycota	c__Microbotryomycetes	o__Microbotryomycetes_ord_Incertae_sedis	f__Microbotryomycetes_fam_Incertae_sedis	g__Colacogloea	NA	100	75	57	54	51	51	47
Seq_2739	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Dermateaceae	g__Helgardia	s__anguioides	100	100	100	100	100	100	100
Seq_2740	k__Fungi	NA	NA	NA	NA	NA	NA	100	49	16	12	11	11	11
Seq_2741	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Phaeosphaeriaceae	g__Paraphoma	NA	100	100	98	98	98	97	93
Seq_2742	k__Fungi	p__Basidiomycota	NA	NA	NA	NA	NA	100	50	16	16	16	16	16
Seq_2743	k__Fungi	p__Ascomycota	c__Pezizomycetes	o__Pezizales	f__Pezizaceae	g__Peziza	NA	100	100	100	100	100	100	45
Seq_2744	k__Fungi	NA	NA	NA	NA	NA	NA	100	42	15	15	15	15	15
Seq_2745	k__Fungi	p__Basidiomycota	c__Tremellomycetes	o__Tremellales	f__Bulleribasidiaceae	g__Vishniacozyma	s__dimennae	100	98	98	98	98	98	96
Seq_2746	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Sordariales	f__Lasiosphaeriaceae	g__Podospora	NA	100	94	84	71	71	71	36
Seq_2747	k__Fungi	p__Basidiomycota	c__Cystobasidiomycetes	o__Cystobasidiomycetes_ord_Incertae_sedis	f__Symmetrosporaceae	g__Symmetrospora	s__coprosmae	100	98	72	70	70	70	70
Seq_2748	k__Fungi	p__Ascomycota	NA	NA	NA	NA	NA	100	54	27	6	5	5	5
Seq_2749	k__Fungi	NA	NA	NA	NA	NA	NA	100	35	6	6	6	2	2
Seq_2750	k__Fungi	p__Ascomycota	c__Pezizomycetes	o__Pezizales	f__Pyronemataceae	NA	NA	100	82	51	51	51	46	25
Seq_2751	k__Fungi	p__Ascomycota	NA	NA	NA	NA	NA	100	73	41	25	24	24	24
Seq_2752	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Psathyrellaceae	g__Psathyrella	s__panaeoloides	100	100	100	100	100	100	93
Seq_2753	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Helotiaceae	g__Helicodendron	s__luteoalbum	100	100	100	100	99	99	99
Seq_2754	k__Fungi	p__Ascomycota	NA	NA	NA	NA	NA	100	82	25	15	14	14	14
Seq_2755	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Xylariales	NA	NA	NA	100	100	95	88	19	10	10
Seq_2756	k__Fungi	p__Olpidiomycota	c__Olpidiomycetes	o__Olpidiales	f__Olpidiaceae	g__Olpidium	s__brassicae	100	98	98	98	98	98	98
Seq_2757	k__Fungi	p__Ascomycota	NA	NA	NA	NA	NA	100	66	33	26	23	14	14
Seq_2758	k__Fungi	p__Zoopagomycota	c__Zoopagomycetes	o__Zoopagales	f__Piptocephalidaceae	g__Syncephalis	s__fuscata	100	77	77	77	77	77	74
Seq_2759	k__Fungi	p__Basidiomycota	NA	NA	NA	NA	NA	100	54	17	17	17	17	17
Seq_2760	k__Fungi	p__Ascomycota	NA	NA	NA	NA	NA	100	78	29	10	10	10	9
Seq_2761	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Cantharellales	f__Ceratobasidiaceae	NA	NA	100	99	99	99	99	88	88
Seq_2762	k__Fungi	p__Ascomycota	NA	NA	NA	NA	NA	100	61	28	9	9	6	6
Seq_2763	k__Fungi	p__Ascomycota	NA	NA	NA	NA	NA	100	72	27	10	9	9	9
Seq_2764	k__Fungi	p__Ascomycota	NA	NA	NA	NA	NA	100	58	20	6	4	4	4
Seq_2765	k__Fungi	NA	NA	NA	NA	NA	NA	100	46	31	18	16	16	16
Seq_2766	k__Fungi	p__Basidiomycota	c__Tremellomycetes	o__Tremellales	f__Tremellaceae	g__Cryptococcus	s__pseudolongus	100	99	96	96	96	96	96
Seq_2767	k__Fungi	p__Glomeromycota	c__Glomeromycetes	o__Glomerales	f__Claroideoglomeraceae	g__Claroideoglomus	NA	100	88	88	88	88	84	79
Seq_2768	k__Fungi	p__Glomeromycota	c__Glomeromycetes	o__Glomerales	f__Glomeraceae	g__Rhizophagus	NA	100	88	88	88	88	86	59
Seq_2769	k__Fungi	p__Ascomycota	NA	NA	NA	NA	NA	100	57	32	17	12	12	12
Seq_2770	k__Fungi	p__Glomeromycota	c__Glomeromycetes	o__Glomerales	f__Glomeraceae	g__Rhizophagus	s__irregularis	100	95	95	95	95	94	78
Seq_2771	k__Fungi	NA	NA	NA	NA	NA	NA	100	46	6	2	2	2	2
Seq_2772	k__Fungi	p__Ascomycota	NA	NA	NA	NA	NA	100	76	24	13	13	13	10
Seq_2773	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Microascales	f__Halosphaeriaceae	g__Clavatospora	s__longibrachiata	100	88	63	62	61	61	61
Seq_2774	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Sebacinales	f__Serendipitaceae	NA	NA	100	86	83	76	73	45	45
Seq_2775	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Marasmiaceae	g__Crinipellis	s__scabella	100	100	100	100	100	100	100
Seq_2776	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Helotiaceae	g__Tetracladium	s__marchalianum	100	100	98	98	96	96	90
Seq_2777	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Pleosporaceae	g__Drechslera	s__phlei	100	100	100	100	100	70	63
Seq_2778	k__Fungi	NA	NA	NA	NA	NA	NA	100	22	22	22	14	14	14
Seq_2779	k__Fungi	NA	NA	NA	NA	NA	NA	100	44	22	22	22	22	22
Seq_2780	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Periconiaceae	g__Periconia	s__cookei	100	100	100	100	100	100	100
Seq_2781	k__Fungi	p__Ascomycota	NA	NA	NA	NA	NA	100	85	11	11	11	11	11
Seq_2782	k__Fungi	p__Basidiomycota	c__Microbotryomycetes	o__Sporidiobolales	f__Sporidiobolaceae	g__Rhodosporidiobolus	s__fluvialis	100	100	100	100	100	100	77
Seq_2783	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Chaetothyriales	f__Herpotrichiellaceae	NA	NA	100	98	77	71	64	35	35
Seq_2784	k__Fungi	p__Ascomycota	c__Pezizomycetes	o__Pezizales	f__Pyronemataceae	NA	NA	100	100	87	87	87	79	79
Seq_2785	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	NA	NA	NA	100	100	98	98	45	45	45
Seq_2786	k__Fungi	p__Glomeromycota	c__Glomeromycetes	o__Glomerales	f__Glomeraceae	NA	NA	100	89	89	89	89	44	44
Seq_2787	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Glomerellales	f__Plectosphaerellaceae	g__Lectera	s__colletotrichoides	100	100	100	100	100	100	74
Seq_2788	k__Fungi	p__Kickxellomycota	c__Kickxellomycetes	o__Kickxellales	f__Kickxellaceae	g__Ramicandelaber	NA	100	100	100	100	85	85	78
Seq_2789	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Xylariales	f__Diatrypaceae	g__Cryptovalsa	s__ampelina	100	100	100	100	100	100	100
Seq_2790	k__Fungi	p__Ascomycota	c__Sordariomycetes	NA	NA	NA	NA	100	100	96	35	33	31	26
Seq_2791	k__Fungi	p__Glomeromycota	c__Archaeosporomycetes	o__Archaeosporales	f__Ambisporaceae	g__Ambispora	s__gerdemannii	100	100	100	100	100	100	83
Seq_2792	k__Fungi	p__Zoopagomycota	c__Zoopagomycetes	o__Zoopagales	f__Piptocephalidaceae	g__Syncephalis	s__fuscata	100	59	59	59	59	59	56
Seq_2793	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Cucurbitariaceae	g__Pyrenochaetopsis	s__leptospora	100	100	95	95	66	66	65
Seq_2794	k__Fungi	NA	NA	NA	NA	NA	NA	100	17	10	10	10	10	10
Seq_2795	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Bolbitiaceae	g__Conocybe	s__striaepes	100	100	100	100	100	100	100
Seq_2796	k__Fungi	p__Glomeromycota	c__Glomeromycetes	o__Glomerales	f__Glomeraceae	g__Glomus	s__compressum	100	84	83	81	81	72	71
Seq_2797	k__Fungi	p__Ascomycota	NA	NA	NA	NA	NA	100	66	35	26	21	15	15
Seq_2798	k__Fungi	p__Ascomycota	c__Pezizomycetes	o__Pezizales	f__Pyronemataceae	NA	NA	100	93	57	57	57	56	56
Seq_2799	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Melanosporales	f__Melanosporaceae	g__Melanospora	s__verrucispora	100	100	100	100	100	100	100
Seq_2800	k__Fungi	p__Chytridiomycota	c__Spizellomycetes	o__Spizellomycetales	f__Powellomycetaceae	g__Powellomyces	s__hirtus	100	100	100	100	100	100	100
Seq_2801	k__Fungi	NA	NA	NA	NA	NA	NA	100	49	16	5	5	5	5
Seq_2802	k__Fungi	NA	NA	NA	NA	NA	NA	100	47	21	8	8	8	8
Seq_2803	k__Fungi	NA	NA	NA	NA	NA	NA	100	47	24	10	10	10	8
Seq_2804	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Hypocreaceae	g__Monocillium	NA	100	100	100	100	73	73	56
Seq_2805	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Auriculariales	NA	NA	NA	100	86	86	86	34	34	34
Seq_2806	k__Fungi	p__Basidiomycota	NA	NA	NA	NA	NA	100	60	5	5	5	5	5
Seq_2807	k__Fungi	NA	NA	NA	NA	NA	NA	100	49	21	21	21	21	21
Seq_2808	k__Fungi	p__Ascomycota	NA	NA	NA	NA	NA	100	65	11	11	10	10	10
Seq_2809	k__Fungi	p__Ascomycota	NA	NA	NA	NA	NA	100	94	46	21	21	21	21
Seq_2810	k__Fungi	p__Chytridiomycota	NA	NA	NA	NA	NA	100	52	36	36	36	36	36
Seq_2811	k__Fungi	p__Chytridiomycota	c__Spizellomycetes	o__Spizellomycetales	f__Spizellomycetaceae	NA	NA	100	77	77	77	59	20	20
Seq_2812	k__Fungi	NA	NA	NA	NA	NA	NA	100	29	13	13	13	13	13
Seq_2813	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Thelebolales	f__Pseudeurotiaceae	g__Pseudeurotium	NA	100	100	99	97	87	87	62
Seq_2814	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Helotiaceae	g__Scytalidium	s__album	100	100	100	100	100	100	100
Seq_2815	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Trematosphaeriaceae	g__Trematosphaeria	NA	100	100	100	100	100	100	100
Seq_2816	k__Fungi	p__Basidiomycota	c__Microbotryomycetes	o__Sporidiobolales	f__Sporidiobolaceae	g__Sporobolomyces	s__patagonicus	100	100	100	100	100	90	74
Seq_2817	k__Fungi	p__Ascomycota	NA	NA	NA	NA	NA	100	92	41	21	17	17	17
Seq_2818	k__Fungi	p__Zoopagomycota	NA	NA	NA	NA	NA	100	54	54	54	54	54	54
Seq_2819	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Glomerellales	f__Plectosphaerellaceae	g__Lectera	s__longa	100	99	99	99	99	99	99
Seq_2820	k__Fungi	NA	NA	NA	NA	NA	NA	100	41	19	19	19	19	19
Seq_2821	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Psathyrellaceae	g__Lacrymaria	s__lacrymabunda	100	100	100	100	100	100	98
Seq_2822	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Didymellaceae	NA	NA	100	100	100	100	100	42	42
Seq_2823	k__Fungi	NA	NA	NA	NA	NA	NA	100	47	17	10	10	9	8
Seq_2824	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Sordariales	f__Lasiosphaeriaceae	NA	NA	100	99	86	59	58	19	19
Seq_2825	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Pluteaceae	g__Pluteus	s__semibulbosus	100	100	100	100	100	100	83
Seq_2826	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Sordariales	f__Chaetomiaceae	g__Trichocladium	s__opacum	100	100	99	99	99	99	99
Seq_2827	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Lentitheciaceae	NA	NA	100	98	91	91	68	27	27
Seq_2828	k__Fungi	NA	NA	NA	NA	NA	NA	100	47	21	21	21	21	21
