Seq#	Domain	Phylum	Class	Order	Family	Genus	Species	Exact species
Seq_12161	Bacteria	Bacteroidetes	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	Parapedobacter	NA	NA
Seq_12162	Bacteria	NA	NA	NA	NA	NA	NA	NA
Seq_12163	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	BIrii41	NA	NA	NA
Seq_12164	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Chitinophagaceae	NA	NA	NA
Seq_12165	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	NA	NA
Seq_12166	Bacteria	Acidobacteria	NA	NA	NA	NA	NA	NA
Seq_12167	Bacteria	NA	NA	NA	NA	NA	NA	NA
Seq_12168	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Polyangiaceae	Pajaroellobacter	NA	NA
Seq_12169	Bacteria	Planctomycetes	Planctomycetacia	NA	NA	NA	NA	NA
Seq_12170	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Haliangiaceae	Haliangium	NA	NA
Seq_12171	Bacteria	Planctomycetes	Planctomycetacia	Pirellulales	Pirellulaceae	Pir4 lineage	NA	NA
Seq_12172	Bacteria	Chloroflexi	Chloroflexia	Thermomicrobiales	JG30-KF-CM45	NA	NA	NA
Seq_12173	Bacteria	Verrucomicrobia	Verrucomicrobiae	Opitutales	Opitutaceae	NA	NA	NA
Seq_12174	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	BIrii41	NA	NA	NA
Seq_12175	Bacteria	Acidobacteria	Blastocatellia (Subgroup 4)	Blastocatellales	Blastocatellaceae	Blastocatella	NA	NA
Seq_12176	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	NA	NA	NA
Seq_12177	NA	NA	NA	NA	NA	NA	NA	NA
Seq_12178	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio	NA	NA
Seq_12179	Bacteria	Verrucomicrobia	Verrucomicrobiae	NA	NA	NA	NA	NA
Seq_12180	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	NA	NA	NA
Seq_12181	Bacteria	Chloroflexi	Chloroflexia	Kallotenuales	AKIW781	NA	NA	NA
Seq_12182	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA	NA
Seq_12183	Bacteria	Proteobacteria	Deltaproteobacteria	NA	NA	NA	NA	NA
Seq_12184	Bacteria	Acidobacteria	NA	NA	NA	NA	NA	NA
Seq_12185	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Nitrosomonadaceae	NA	NA	NA
Seq_12186	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Haliangiaceae	Haliangium	NA	NA
Seq_12187	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bacteriovoracaceae	Peredibacter	NA	NA
Seq_12188	NA	NA	NA	NA	NA	NA	NA	NA
Seq_12189	Bacteria	Proteobacteria	Deltaproteobacteria	Oligoflexales	0319-6G20	NA	NA	NA
Seq_12190	Bacteria	Actinobacteria	MB-A2-108	NA	NA	NA	NA	NA
Seq_12191	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Crocinitomicaceae	Fluviicola	NA	NA
Seq_12192	Bacteria	Bacteroidetes	Bacteroidia	Sphingobacteriales	NS11-12 marine group	NA	NA	NA
Seq_12193	Bacteria	FBP	NA	NA	NA	NA	NA	NA
Seq_12194	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	SM2D12	NA	NA	NA
Seq_12195	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	NA	NA	NA
Seq_12196	Bacteria	Proteobacteria	Gammaproteobacteria	Steroidobacterales	Steroidobacteraceae	Steroidobacter	NA	NA
Seq_12197	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	NA	NA	NA	NA
Seq_12198	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Phenylobacterium	NA	NA
Seq_12199	Bacteria	Verrucomicrobia	Verrucomicrobiae	Opitutales	NA	NA	NA	NA
Seq_12200	Bacteria	NA	NA	NA	NA	NA	NA	NA
Seq_12201	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	NA	NA
Seq_12202	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Polyangiaceae	Sorangium	NA	NA
Seq_12203	Bacteria	Gemmatimonadetes	AKAU4049	NA	NA	NA	NA	NA
Seq_12204	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Crocinitomicaceae	Fluviicola	NA	NA
Seq_12205	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Rubinisphaeraceae	SH-PL14	NA	NA
Seq_12206	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	NA	NA	NA
Seq_12207	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Haliangiaceae	Haliangium	NA	NA
Seq_12208	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Chitinophagaceae	Taibaiella	NA	NA
Seq_12209	NA	NA	NA	NA	NA	NA	NA	NA
Seq_12210	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium	NA	NA
Seq_12211	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio	NA	NA
Seq_12212	NA	NA	NA	NA	NA	NA	NA	NA
Seq_12213	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	NA	NA	NA	NA
Seq_12214	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	NA	NA	NA
Seq_12215	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	NA	NA	NA
Seq_12216	Bacteria	Cyanobacteria	Melainabacteria	Obscuribacterales	NA	NA	NA	NA
Seq_12217	Bacteria	NA	NA	NA	NA	NA	NA	NA
Seq_12218	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Sandaracinaceae	Sandaracinus	NA	NA
Seq_12219	Bacteria	Chloroflexi	KD4-96	NA	NA	NA	NA	NA
Seq_12220	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	NA	NA
Seq_12221	Bacteria	Actinobacteria	Actinobacteria	Micromonosporales	Micromonosporaceae	Actinoplanes	NA	NA
Seq_12222	Bacteria	Actinobacteria	Actinobacteria	Streptosporangiales	Streptosporangiaceae	Sphaerisporangium	NA	NA
Seq_12223	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	NA	NA
Seq_12224	Bacteria	Cyanobacteria	Oxyphotobacteria	Chloroplast	NA	NA	NA	NA
Seq_12225	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	NA	NA	NA
Seq_12226	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bacteriovoracaceae	Peredibacter	NA	NA
Seq_12227	NA	NA	NA	NA	NA	NA	NA	NA
Seq_12228	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Chitinophagaceae	NA	NA	NA
Seq_12229	Bacteria	Planctomycetes	Phycisphaerae	Tepidisphaerales	WD2101 soil group	NA	NA	NA
Seq_12230	Bacteria	Actinobacteria	Actinobacteria	Micromonosporales	Micromonosporaceae	NA	NA	NA
Seq_12231	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	SM2D12	NA	NA	NA
Seq_12232	Bacteria	Chloroflexi	KD4-96	NA	NA	NA	NA	NA
Seq_12233	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	NA	NA
Seq_12234	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	P3OB-42	NA	NA	NA
Seq_12235	Bacteria	Planctomycetes	Planctomycetacia	Gemmatales	Gemmataceae	NA	NA	NA
Seq_12236	Bacteria	NA	NA	NA	NA	NA	NA	NA
Seq_12237	Bacteria	Verrucomicrobia	Verrucomicrobiae	Chthoniobacterales	Chthoniobacteraceae	Chthoniobacter	NA	NA
Seq_12238	Bacteria	Acidobacteria	Blastocatellia (Subgroup 4)	Blastocatellales	Blastocatellaceae	NA	NA	NA
Seq_12239	NA	NA	NA	NA	NA	NA	NA	NA
Seq_12240	Bacteria	Chloroflexi	Chloroflexia	Thermomicrobiales	JG30-KF-CM45	NA	NA	NA
Seq_12241	NA	NA	NA	NA	NA	NA	NA	NA
Seq_12242	Bacteria	NA	NA	NA	NA	NA	NA	NA
Seq_12243	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria Incertae Sedis	Unknown Family_7	Acidibacter	NA	NA
Seq_12244	Bacteria	Proteobacteria	NA	NA	NA	NA	NA	NA
Seq_12245	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	NA	NA	NA	NA
Seq_12246	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	NA	NA	NA
Seq_12247	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	NA	NA	NA	NA
Seq_12248	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	NA	NA	NA	NA
Seq_12249	Bacteria	Proteobacteria	Deltaproteobacteria	Oligoflexales	0319-6G20	NA	NA	NA
Seq_12250	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Chitinophagaceae	NA	NA	NA
Seq_12251	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	NA	NA	NA
Seq_12252	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Chitinophagaceae	Ferruginibacter	NA	NA
Seq_12253	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	NA	NA	NA
Seq_12254	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	NA	NA	NA
Seq_12255	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	NA	NA	NA	NA
Seq_12256	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA	NA
Seq_12257	Bacteria	Chloroflexi	Anaerolineae	RBG-13-54-9	NA	NA	NA	NA
Seq_12258	Bacteria	Chlamydiae	Chlamydiae	Chlamydiales	cvE6	NA	NA	NA
Seq_12259	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Devosiaceae	Devosia	NA	NA
Seq_12260	Bacteria	NA	NA	NA	NA	NA	NA	NA
Seq_12261	Bacteria	Actinobacteria	Acidimicrobiia	Microtrichales	Iamiaceae	Iamia	NA	NA
Seq_12262	Bacteria	Actinobacteria	Actinobacteria	Frankiales	Geodermatophilaceae	Blastococcus	NA	NA
Seq_12263	Bacteria	Actinobacteria	Thermoleophilia	Solirubrobacterales	67-14	NA	NA	NA
Seq_12264	Bacteria	Chloroflexi	Gitt-GS-136	NA	NA	NA	NA	NA
Seq_12265	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Chitinophagaceae	NA	NA	NA
Seq_12266	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Cohnella	NA	NA
Seq_12267	Bacteria	Verrucomicrobia	Verrucomicrobiae	Opitutales	Opitutaceae	NA	NA	NA
Seq_12268	Bacteria	Verrucomicrobia	Verrucomicrobiae	UA11	NA	NA	NA	NA
Seq_12269	Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioides	NA	NA
Seq_12270	Bacteria	NA	NA	NA	NA	NA	NA	NA
Seq_12271	Bacteria	NA	NA	NA	NA	NA	NA	NA
Seq_12272	NA	NA	NA	NA	NA	NA	NA	NA
Seq_12273	NA	NA	NA	NA	NA	NA	NA	NA
Seq_12274	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	NA	NA	NA	NA
Seq_12275	Bacteria	Proteobacteria	Alphaproteobacteria	Reyranellales	Reyranellaceae	Reyranella	NA	NA
Seq_12276	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Nocardiaceae	Nocardia	NA	NA
Seq_12277	Bacteria	Proteobacteria	Alphaproteobacteria	Parvibaculales	Parvibaculaceae	Parvibaculum	NA	NA
Seq_12278	Bacteria	Firmicutes	Bacilli	Bacillales	NA	NA	NA	NA
Seq_12279	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	NA	NA	NA	NA
Seq_12280	Bacteria	Proteobacteria	Deltaproteobacteria	NA	NA	NA	NA	NA
Seq_12281	Bacteria	Verrucomicrobia	Verrucomicrobiae	Chthoniobacterales	Chthoniobacteraceae	NA	NA	NA
Seq_12282	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Chitinophagaceae	NA	NA	NA
Seq_12283	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella	NA	NA
Seq_12284	Bacteria	NA	NA	NA	NA	NA	NA	NA
Seq_12285	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella	NA	NA
Seq_12286	Bacteria	Verrucomicrobia	Verrucomicrobiae	Chthoniobacterales	Chthoniobacteraceae	Chthoniobacter	NA	NA
Seq_12287	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria Incertae Sedis	Unknown Family_7	Candidatus Berkiella	NA	NA
Seq_12288	Bacteria	Proteobacteria	Alphaproteobacteria	Reyranellales	Reyranellaceae	Reyranella	NA	NA
Seq_12289	Bacteria	Proteobacteria	NA	NA	NA	NA	NA	NA
Seq_12290	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	NA	NA	NA	NA
Seq_12291	Bacteria	NA	NA	NA	NA	NA	NA	NA
Seq_12292	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA	NA	NA
Seq_12293	Bacteria	Acidobacteria	Subgroup 6	Unknown Order	Unknown Family	NA	NA	NA
Seq_12294	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio	NA	NA
Seq_12295	Bacteria	Verrucomicrobia	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	NA	NA	NA
Seq_12296	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	NA	NA	NA	NA
Seq_12297	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Chitinophagaceae	NA	NA	NA
Seq_12298	Bacteria	Proteobacteria	Deltaproteobacteria	Oligoflexales	0319-6G20	NA	NA	NA
Seq_12299	Bacteria	Proteobacteria	Deltaproteobacteria	Oligoflexales	0319-6G20	NA	NA	NA
Seq_12300	NA	NA	NA	NA	NA	NA	NA	NA
Seq_12301	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	SM2D12	NA	NA	NA
Seq_12302	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Chitinophagaceae	NA	NA	NA
Seq_12303	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bacteriovoracaceae	Peredibacter	NA	NA
Seq_12304	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Chitinophagaceae	NA	NA	NA
Seq_12305	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA	NA
Seq_12306	Bacteria	NA	NA	NA	NA	NA	NA	NA
Seq_12307	Bacteria	Bacteroidetes	Bacteroidia	Sphingobacteriales	NS11-12 marine group	NA	NA	NA
Seq_12308	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA	NA
Seq_12309	Bacteria	NA	NA	NA	NA	NA	NA	NA
Seq_12310	Bacteria	Bacteroidetes	Bacteroidia	Sphingobacteriales	env.OPS 17	NA	NA	NA
Seq_12311	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Crocinitomicaceae	Fluviicola	NA	NA
Seq_12312	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	A0839	NA	NA	NA
Seq_12313	NA	NA	NA	NA	NA	NA	NA	NA
Seq_12314	Bacteria	Proteobacteria	Deltaproteobacteria	Oligoflexales	0319-6G20	NA	NA	NA
Seq_12315	Bacteria	Actinobacteria	Acidimicrobiia	Microtrichales	Ilumatobacteraceae	CL500-29 marine group	NA	NA
Seq_12316	Bacteria	Bacteroidetes	NA	NA	NA	NA	NA	NA
Seq_12317	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	NA	NA	NA
Seq_12318	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA	NA
Seq_12319	NA	NA	NA	NA	NA	NA	NA	NA
Seq_12320	NA	NA	NA	NA	NA	NA	NA	NA
Seq_12321	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA	NA	NA
Seq_12322	Bacteria	Proteobacteria	NA	NA	NA	NA	NA	NA
Seq_12323	Bacteria	Actinobacteria	Actinobacteria	Micromonosporales	Micromonosporaceae	Actinoplanes	NA	NA
Seq_12324	Bacteria	Actinobacteria	Acidimicrobiia	Microtrichales	Ilumatobacteraceae	NA	NA	NA
Seq_12325	Bacteria	Chloroflexi	Chloroflexia	Kallotenuales	AKIW781	NA	NA	NA
Seq_12326	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio	NA	NA
Seq_12327	NA	NA	NA	NA	NA	NA	NA	NA
Seq_12328	Bacteria	Planctomycetes	NA	NA	NA	NA	NA	NA
Seq_12329	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	NA	NA	NA
Seq_12330	Bacteria	NA	NA	NA	NA	NA	NA	NA
Seq_12331	NA	NA	NA	NA	NA	NA	NA	NA
Seq_12332	Bacteria	NA	NA	NA	NA	NA	NA	NA
Seq_12333	NA	NA	NA	NA	NA	NA	NA	NA
Seq_12334	Bacteria	Chloroflexi	KD4-96	NA	NA	NA	NA	NA
Seq_12335	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Chitinophagaceae	NA	NA	NA
Seq_12336	Bacteria	NA	NA	NA	NA	NA	NA	NA
Seq_12337	Bacteria	Chloroflexi	Chloroflexia	Thermomicrobiales	NA	NA	NA	NA
Seq_12338	Bacteria	Chlamydiae	Chlamydiae	Chlamydiales	Parachlamydiaceae	Candidatus Protochlamydia	NA	NA
Seq_12339	Bacteria	Planctomycetes	Planctomycetacia	NA	NA	NA	NA	NA
Seq_12340	Bacteria	Proteobacteria	Gammaproteobacteria	Salinisphaerales	Solimonadaceae	Panacagrimonas	NA	NA
Seq_12341	Bacteria	Chlamydiae	Chlamydiae	Chlamydiales	Parachlamydiaceae	NA	NA	NA
Seq_12342	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio	NA	NA
Seq_12343	Bacteria	Actinobacteria	Thermoleophilia	NA	NA	NA	NA	NA
Seq_12344	Bacteria	NA	NA	NA	NA	NA	NA	NA
Seq_12345	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Blfdi19	NA	NA	NA
Seq_12346	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Polyangiaceae	NA	NA	NA
Seq_12347	Bacteria	Patescibacteria	Parcubacteria	NA	NA	NA	NA	NA
Seq_12348	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	NA	NA	NA	NA
Seq_12349	Bacteria	NA	NA	NA	NA	NA	NA	NA
Seq_12350	Bacteria	Planctomycetes	NA	NA	NA	NA	NA	NA
Seq_12351	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	BIrii41	NA	NA	NA
Seq_12352	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA	NA
Seq_12353	Bacteria	Actinobacteria	Acidimicrobiia	IMCC26256	NA	NA	NA	NA
Seq_12354	Bacteria	NA	NA	NA	NA	NA	NA	NA
Seq_12355	Bacteria	NA	NA	NA	NA	NA	NA	NA
Seq_12356	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Polyangiaceae	NA	NA	NA
Seq_12357	Bacteria	Verrucomicrobia	Verrucomicrobiae	Chthoniobacterales	Chthoniobacteraceae	Candidatus Udaeobacter	NA	NA
Seq_12358	Bacteria	NA	NA	NA	NA	NA	NA	NA
Seq_12359	Bacteria	Proteobacteria	Gammaproteobacteria	R7C24	NA	NA	NA	NA
Seq_12360	Bacteria	Chloroflexi	TK10	NA	NA	NA	NA	NA
Seq_12361	Bacteria	Proteobacteria	Gammaproteobacteria	Nitrosococcales	Nitrosococcaceae	wb1-P19	NA	NA
Seq_12362	Bacteria	Actinobacteria	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Alloactinosynnema	NA	NA
Seq_12363	Bacteria	Planctomycetes	Planctomycetacia	Pirellulales	Pirellulaceae	Pir4 lineage	NA	NA
Seq_12364	Bacteria	Planctomycetes	NA	NA	NA	NA	NA	NA
Seq_12365	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	NA	NA	NA
Seq_12366	Bacteria	Actinobacteria	Thermoleophilia	Gaiellales	Gaiellaceae	Gaiella	NA	NA
Seq_12367	Bacteria	NA	NA	NA	NA	NA	NA	NA
Seq_12368	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Rhodocyclaceae	NA	NA	NA
Seq_12369	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA	NA
Seq_12370	Bacteria	Planctomycetes	Planctomycetacia	NA	NA	NA	NA	NA
Seq_12371	Bacteria	Bacteroidetes	Bacteroidia	Sphingobacteriales	NS11-12 marine group	NA	NA	NA
Seq_12372	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	mle1-27	NA	NA	NA
Seq_12373	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Nocardiaceae	Rhodococcus	NA	NA
Seq_12374	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	KD3-10	NA	NA	NA
Seq_12375	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Polyangiaceae	Aetherobacter	NA	NA
Seq_12376	Bacteria	NA	NA	NA	NA	NA	NA	NA
Seq_12377	Bacteria	Firmicutes	Bacilli	Bacillales	Alicyclobacillaceae	Tumebacillus	NA	NA
Seq_12378	NA	NA	NA	NA	NA	NA	NA	NA
Seq_12379	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	BIrii41	NA	NA	NA
Seq_12380	Bacteria	Planctomycetes	Planctomycetacia	Isosphaerales	Isosphaeraceae	NA	NA	NA
Seq_12381	Bacteria	Proteobacteria	Alphaproteobacteria	Tistrellales	Geminicoccaceae	Geminicoccus	NA	NA
Seq_12382	Bacteria	Verrucomicrobia	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	ADurb.Bin063-1	NA	NA
Seq_12383	Bacteria	Chloroflexi	JG30-KF-CM66	NA	NA	NA	NA	NA
Seq_12384	Bacteria	Chloroflexi	Chloroflexia	Chloroflexales	Herpetosiphonaceae	Herpetosiphon	NA	NA
Seq_12385	Bacteria	Actinobacteria	Thermoleophilia	Gaiellales	Gaiellaceae	Gaiella	NA	NA
Seq_12386	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA	NA	NA
Seq_12387	Bacteria	Acidobacteria	Holophagae	Subgroup 7	NA	NA	NA	NA
Seq_12388	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Rubinisphaeraceae	SH-PL14	NA	NA
Seq_12389	Bacteria	Actinobacteria	Thermoleophilia	Gaiellales	Gaiellaceae	Gaiella	NA	NA
Seq_12390	NA	NA	NA	NA	NA	NA	NA	NA
Seq_12391	Bacteria	Bacteroidetes	Bacteroidia	NA	NA	NA	NA	NA
Seq_12392	Bacteria	Proteobacteria	Deltaproteobacteria	Oligoflexales	0319-6G20	NA	NA	NA
Seq_12393	Bacteria	Proteobacteria	Deltaproteobacteria	Oligoflexales	0319-6G20	NA	NA	NA
Seq_12394	Bacteria	Actinobacteria	Acidimicrobiia	Microtrichales	NA	NA	NA	NA
Seq_12395	Bacteria	Acidobacteria	NA	NA	NA	NA	NA	NA
Seq_12396	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Chitinophagaceae	NA	NA	NA
Seq_12397	Bacteria	Acidobacteria	Subgroup 22	NA	NA	NA	NA	NA
Seq_12398	Bacteria	Planctomycetes	Planctomycetacia	Pirellulales	Pirellulaceae	Pirellula	NA	NA
Seq_12399	Bacteria	Bacteroidetes	Bacteroidia	Cytophagales	Microscillaceae	NA	NA	NA
Seq_12400	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Craurococcus	NA	NA
Seq_12401	Bacteria	NA	NA	NA	NA	NA	NA	NA
Seq_12402	Bacteria	NA	NA	NA	NA	NA	NA	NA
Seq_12403	Bacteria	Gemmatimonadetes	S0134 terrestrial group	NA	NA	NA	NA	NA
Seq_12404	Bacteria	NA	NA	NA	NA	NA	NA	NA
Seq_12405	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Polyangiaceae	Pajaroellobacter	NA	NA
Seq_12406	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Nocardiaceae	Rhodococcus	NA	NA
Seq_12407	Bacteria	NA	NA	NA	NA	NA	NA	NA
Seq_12408	Bacteria	NA	NA	NA	NA	NA	NA	NA
Seq_12409	Bacteria	Acidobacteria	Acidobacteriia	Solibacterales	Solibacteraceae (Subgroup 3)	NA	NA	NA
Seq_12410	Bacteria	Actinobacteria	0319-7L14	NA	NA	NA	NA	NA
Seq_12411	Bacteria	Cyanobacteria	Melainabacteria	Obscuribacterales	NA	NA	NA	NA
Seq_12412	Bacteria	Proteobacteria	Deltaproteobacteria	NA	NA	NA	NA	NA
Seq_12413	Bacteria	Bacteroidetes	Bacteroidia	Cytophagales	Hymenobacteraceae	Adhaeribacter	NA	NA
Seq_12414	Bacteria	Actinobacteria	Thermoleophilia	Gaiellales	Gaiellaceae	Gaiella	NA	NA
Seq_12415	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	BIrii41	NA	NA	NA
Seq_12416	Bacteria	Proteobacteria	Gammaproteobacteria	PLTA13	NA	NA	NA	NA
Seq_12417	Bacteria	Acidobacteria	AT-s3-28	NA	NA	NA	NA	NA
Seq_12418	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	NA	NA	NA	NA
Seq_12419	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	NA	NA
Seq_12420	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae (Subgroup 1)	Terriglobus	NA	NA
Seq_12421	NA	NA	NA	NA	NA	NA	NA	NA
Seq_12422	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	SM2D12	NA	NA	NA
Seq_12423	NA	NA	NA	NA	NA	NA	NA	NA
Seq_12424	Bacteria	NA	NA	NA	NA	NA	NA	NA
Seq_12425	Bacteria	Acidobacteria	NA	NA	NA	NA	NA	NA
Seq_12426	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	NA	NA	NA
Seq_12427	Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	AKYG587	NA	NA
Seq_12428	Bacteria	NA	NA	NA	NA	NA	NA	NA
Seq_12429	Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	SM1A02	NA	NA
